Datetime,Tweet.URL,Tweet.Id,Tweet.User.Id,Text,Username,User.Location,replyCount,retweetCount,likeCount,quoteCount,language,retweetedTweet,quotedTweet,mentionedUsers,clean_text,date,month,week,sentiment_score,sentiment_label
2020-08-30 13:32:48+00:00,https://twitter.com/JINHAO_/status/1300063924944076801,1.3000639249440768e+18,1047061200.0,"We’re half a decade old but it definitely feels a lot longer 
Thanks for another year of wonderful memories &amp; let’s hope this covid thing will end soon so we can travel once again 💖

𝓗𝓪𝓹𝓹𝔂 5𝓽𝓱 𝓐𝓷𝓷𝓲𝓿𝓮𝓻𝓼𝓪𝓻𝔂 🥰 @ PS Cafe… https://t.co/oOSUyq1ldQ",JINHAO_,,0,0,0,0,en,,,,half decade old definitely feels lot longer thanks another year wonderful memories amp lets hope covid thing end soon can travel ps cafe,2020-08-30,8,35,0.9898,positive
2020-08-30 11:55:30+00:00,https://twitter.com/ranchisparrow/status/1300039437875781633,1.3000394378757816e+18,1421338435.0,"@virsanghvi @Nidhi Don’t you think the entire thing has taken this proportion to divert attention from all the acts of God India is facing.. I mean daily Covid cases, Chinese occupation, tanking economy, misery of common man! Though I do think SSR death reeks of foul play.",ranchisparrow,Singapore,1,0,3,0,en,,,"[User(username='virsanghvi', displayname='vir sanghvi', id=43568964, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None), User(username='Nidhi', displayname='Nidhi Razdan', id=3184454384, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]",dont think entire thing taken proportion divert attention acts god india facing mean daily covid cases chinese occupation tanking economy misery common man though think ssr death reeks foul play,2020-08-30,8,35,-0.6588,negative
2020-08-30 11:43:10+00:00,https://twitter.com/23jacob/status/1300036333730058240,1.3000363337300582e+18,12954612.0,Sad. RIP Vasant Kumar 🙏🏽. He died of Covid. He was laughed off when he raised the Covid issue in parliament in March. https://t.co/wHvGBzw4Ch,23jacob,Singapore,0,0,1,0,en,,https://twitter.com/bhatia_niraj23/status/1299365491811610624,,sad rip vasant kumar died covid laughed raised covid issue parliament march,2020-08-30,8,35,-0.5719,negative
2020-08-30 08:50:25+00:00,https://twitter.com/DonaldDistant/status/1299992861643923457,1.2999928616439235e+18,1371241466.0,"India records world's highest single-day rise with more than 78,700 new COVID-19 cases https://t.co/pR7DlKifoD we’d",DonaldDistant,Singapore,0,0,0,0,en,,,,india records world s highest single day rise new covid cases,2020-08-30,8,35,0.0,neutral
2020-08-30 06:45:56+00:00,https://twitter.com/balvin00/status/1299961532541878272,1.2999615325418783e+18,71831963.0,"After 7 months, finally able to visit Sikh temple( Gurudwara Sahib) for thanksgiving and to see how God is keeping up with lockdown &amp; COVID 🤩 #ActOfGod #lockdown #COVID19 https://t.co/VTsNhvEEOo",balvin00,Singapore/Chennai/Meerut,0,0,5,0,en,,,,months finally able visit sikh temple gurudwara sahib thanksgiving see god keeping lockdown amp covid,2020-08-30,8,35,0.2732,positive
2020-08-30 05:58:57+00:00,https://twitter.com/himanshu2904/status/1299949708765347840,1.2999497087653478e+18,43140612.0,"@Kilo_Bravo13 You’re right. A health insurance is probably the most important insurance after term(death). My brother recently was admitted in Sir Gangaram for Covid. 2.8 lacs for 10 days, his health insurer paid 2.05. Did not pay for PPE kits as it’s considered consumables. Not bad methinks.",himanshu2904,Singapore,0,0,0,0,en,,,"[User(username='Kilo_Bravo13', displayname='K', id=208629566, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]",youre right health insurance probably important insurance term death brother recently admitted sir gangaram covid lacs days health insurer paid pay ppe kits considered consumables bad methinks,2020-08-30,8,35,0.6847,positive
2020-08-30 04:38:30+00:00,https://twitter.com/cheese_knight/status/1299929463413637122,1.299929463413637e+18,474860266.0,"30082020 First time bumping into short queue for SAFRA Mount Faber Swimming Pool, no thanks to the 50-people limit imposed for COVID-19 safe distancing measures #SAFRA #MountFaber #SwimmingPool #BurnFatsTime #Apple… https://t.co/dS3xrc04cB",cheese_knight,Singapore,0,0,0,0,en,,,,first time bumping short queue safra mount faber swimming pool thanks people limit imposed covid safe distancing measures,2020-08-30,8,35,0.05,positive
2020-08-30 04:02:01+00:00,https://twitter.com/kujangga_7/status/1299920282602225664,1.2999202826022257e+18,9.197951836543875e+17,I would like to go around the world with my love one . Hopefully covid end up early,kujangga_7,Sydney Australia,0,0,0,0,en,,,,like go around world love one hopefully covid end early,2020-08-30,8,35,0.8555,positive
2020-08-29 14:36:59+00:00,https://twitter.com/HaBeChoo/status/1299717688156196864,1.2997176881561969e+18,60316240.0,"What has covid-19 done to this world? The once lively Changi Airport has become a lifeless place with both its light &amp; air-conditioning running at half its usual brightness/temperature, screens at the check-in… https://t.co/sBf0gq9DWI",HaBeChoo,Singapore,0,0,0,0,en,,,,covid done world lively changi airport become lifeless place light amp air conditioning running half usual brightness temperature screens check,2020-08-29,8,35,0.4404,positive
2020-08-29 10:09:45+00:00,https://twitter.com/AnupriyaMuthuk1/status/1299650436564054018,1.299650436564054e+18,9.223630566712442e+17,"@leehsienloong @govsingapore @singposts  hope it is ok that the ""Lockdown Fairy "" is taking credit for all the good work that you have done to control the covid-19 situation. 😁",AnupriyaMuthuk1,Singapore,1,1,1,0,en,,,"[User(username='leehsienloong', displayname='leehsienloong', id=34568673, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None), User(username='govsingapore', displayname='Singapore Government', id=56883209, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None), User(username='singposts', displayname='Singpost', id=491307700, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]",hope ok lockdown fairy taking credit good work done control covid situation,2020-08-29,8,35,0.9118,positive
2020-08-29 10:05:44+00:00,https://twitter.com/alvinjhchang/status/1299649427536183296,1.2996494275361833e+18,63976958.0,"180,000 dead out of 330 mil Americans - the odds of dying from Covid-19 in the US is therefore ~ 1 in 1,800 nationwide. 

The odds of dying from a fall is 1 in 171, a car accident is 1 in 303, and accidental drowning is 1 in 1,100.

Any wonder why it’s not hitting home at all?",alvinjhchang,SGMY,0,0,0,0,en,,,,dead mil americans odds dying covid us therefore nationwide odds dying fall car accident accidental drowning wonder hitting home,2020-08-29,8,35,-0.8271,negative
2020-08-29 08:23:15+00:00,https://twitter.com/AshokSi22240633/status/1299623634726653954,1.299623634726654e+18,1.2088958402421268e+18,@thesuniljain @BDUTT @AmbarishSatwik A close relative in Delhi under 40 had Stent implants day before yesterday . He tested Covid positive ant 2 weeks ago and suffer from so.e Diabetes.,AshokSi22240633,,0,0,0,0,en,,,"[User(username='thesuniljain', displayname='Sunil Jain', id=416857073, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None), User(username='BDUTT', displayname='barkha dutt', id=19929890, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None), User(username='AmbarishSatwik', displayname='Ambarish Satwik', id=3191083568, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]",close relative delhi stent implants day yesterday tested covid positive ant weeks ago suffer e diabetes,2020-08-29,8,35,0.0258,neutral
2020-08-29 08:05:18+00:00,https://twitter.com/aamhuman/status/1299619120233820161,1.29961912023382e+18,66182168.0,The covid-overalls!  Transported lots of veggies and flowers into Singapore and they all followed the seatbelt signs!    Now I know what sabjiwale bhaiya is selling! #SabjiLelo @ Changi Airport https://t.co/h81Fooq7I0,aamhuman,india,0,0,0,0,en,,,,covid overalls transported lots veggies flowers singapore followed seatbelt signs now know sabjiwale bhaiya selling changi airport,2020-08-29,8,35,0.0,neutral
2020-08-29 03:19:11+00:00,https://twitter.com/dsouza_martin/status/1299547116566585345,1.2995471165665853e+18,400057365.0,"Racist Trump. America’s status as the worst place in the world when it comes to Covid-19 infection and death. What his campaign did accomplish during the Republican National Convention, however, was to effectively blur your failure as President.",dsouza_martin,,0,0,0,0,en,,,,racist trump americas status worst place world comes covid infection death campaign accomplish republican national convention however effectively blur failure president,2020-08-29,8,35,-0.891,negative
2020-08-29 02:05:42+00:00,https://twitter.com/SwajayaN/status/1299528623326728192,1.2995286233267282e+18,2947666015.0,Wish to thank #TemasekFoundation for their donations to some essential institutions to address Pandemic Covid-19 as part of on-going collaboration with #SmartEmbassy @KBRI Singapura ...appreciation to Temasek… https://t.co/H6H1uDld9n,SwajayaN,RI SING 50,0,0,1,0,en,,,"[User(username='kbri', displayname='otmaiin', id=849298494, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]",wish thank donations essential institutions address pandemic covid part going collaboration singapura appreciation temasek,2020-08-29,8,35,0.8176,positive
2020-08-28 15:03:45+00:00,https://twitter.com/PDesiraju/status/1299362038385270786,1.2993620383852708e+18,3288972140.0,@RGVzoomin Then why did you direct n released those stupid movies in this covid time instead of shooting movies which promote health n wealth in peoples lives? Completely you have gone crazy after Bollywood drugs n mafia is started to expose. Any links?,PDesiraju,,0,0,0,0,en,,,"[User(username='RGVzoomin', displayname='Ram Gopal Varma', id=43017766, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]",direct n released stupid movies covid time instead shooting movies promote health n wealth peoples lives completely gone crazy bollywood drugs n mafia started expose links,2020-08-28,8,35,-0.2406,negative
2020-08-28 14:31:00+00:00,https://twitter.com/AshokSi22240633/status/1299353795177062400,1.2993537951770624e+18,1.2088958402421268e+18,@kaul_vivek Loss of tax due to Covid should borne by both UG and SGs. Balance shortfall be funded by UG. Negative effect would be next year too and trouble continue.,AshokSi22240633,,0,1,0,0,en,,,"[User(username='kaul_vivek', displayname='शिक्षित बेरोज़गार', id=18473444, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]",loss tax due covid borne ug sgs balance shortfall funded ug negative effect next year trouble continue,2020-08-28,8,35,-0.8271,negative
2020-08-28 13:22:16+00:00,https://twitter.com/qaycudi/status/1299336499150774274,1.2993364991507743e+18,224035892.0,@vvvzrvl I book this ticket long ago. Way before Covid. The actual plan was to South Korea. Then we rerouted. Hahahahaha.,qaycudi,sg/my,1,0,1,0,en,,,"[User(username='vvvzrvl', displayname='alex', id=407672592, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]",book ticket long ago way covid actual plan south korea rerouted hahahahaha,2020-08-28,8,35,0.0,neutral
2020-08-28 13:15:46+00:00,https://twitter.com/AshokSi22240633/status/1299334864961900553,1.2993348649619005e+18,1.2088958402421268e+18,@menakadoshi Correct interpretation. Shortfall due to Covid lockdown is not due due to GST and need to be borne by all. States should cut expenses including some cut for overpaid employees too.,AshokSi22240633,,0,0,0,0,en,,,"[User(username='menakadoshi', displayname='menaka doshi', id=111416258, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]",correct interpretation shortfall due covid lockdown due due gst need borne states cut expenses including cut overpaid employees,2020-08-28,8,35,-0.4939,negative
2020-08-28 13:03:09+00:00,https://twitter.com/tjuanjo/status/1299331688925863941,1.299331688925864e+18,47093126.0,"@GirautaOficial ""I apologise from the bottom of my heart that despite all of the support from the Japanese people, I am leaving the post with one full year left in my term and in the midst of various policies and coronavirus,"" Abe said.",tjuanjo,Singapore,1,0,0,0,en,,,"[User(username='GirautaOficial', displayname='Juan Carlos Girauta', id=2223841798, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]",apologise bottom heart despite support japanese people leaving post one full year left term midst various policies coronavirus abe said,2020-08-28,8,35,0.8591,positive
2020-08-28 04:34:09+00:00,https://twitter.com/asyxaf/status/1299203594361516032,1.299203594361516e+18,456621854.0,Should be at KL tuning my car for upcoming MDR20 .😢😭. Fk this Covid,asyxaf,A.S,1,0,0,0,en,,,,kl tuning car upcoming mdr fk covid,2020-08-28,8,35,-0.7351,negative
2020-08-28 04:15:38+00:00,https://twitter.com/dsouza_martin/status/1299198935831994368,1.2991989358319944e+18,400057365.0,"Racist Trump. You are a serial liar.  You spent 1 hour with 20 + fake and misleading claims. The fact is that you fucked up with Covid 19 by doing nothing from day one. Today America has 180,000, deaths and 5.84 million infected. Testing is the worst in the world. https://t.co/sIiZthwPyE",dsouza_martin,,0,1,0,0,en,,,,racist trump serial liar spent hour fake misleading claims fact fucked covid nothing day one today america deaths million infected testing worst world,2020-08-28,8,35,-0.9771,negative
2020-08-28 04:05:30+00:00,https://twitter.com/iPreciation/status/1299196383484956672,1.2991963834849567e+18,346947381.0,"[In the News]
Thank you Helmi from #TheBusinessTimes for the insight.
Get a copy of The Business Times for the full write up of how local #galleries and #institutions brace for the worst from Covid-19.

#Featured… https://t.co/Nr26I9aKxU",iPreciation,"50 Cuscaden Road, Singapore",0,0,0,0,en,,,,news thank helmi insight get copy business times full write local brace worst covid,2020-08-28,8,35,-0.3818,negative
2020-08-28 01:39:01+00:00,https://twitter.com/extremelyvetted/status/1299159518652309504,1.2991595186523095e+18,2249808692.0,@NateSilver538 Those are two very different extremes. Jogging without a mask is something that has been allowed in many countries who have dealt with COVID (so far) successfully,extremelyvetted,Singapore,0,0,0,0,en,,,"[User(username='NateSilver538', displayname='Nate Silver', id=16017475, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]",two different extremes jogging without mask something allowed many countries dealt covid far successfully,2020-08-28,8,35,0.4939,positive
2020-08-27 23:39:58+00:00,https://twitter.com/joelhzy/status/1299129561108553729,1.2991295611085537e+18,9.596776870893486e+17,"Brandon Williams - removed from England squad due to injury 
Paul Pogba- removed from France squad after testing positive for Covid-19
Maguire- removed from England Squad due to assault case 
Rashford- probably getting removed after sustaining an injury.",joelhzy,"East, Singapore",0,0,1,1,en,,,,brandon williams removed england squad due injury paul pogba removed france squad testing positive covid maguire removed england squad due assault case rashford probably getting removed sustaining injury,2020-08-27,8,35,-0.7003,negative
2020-08-27 16:18:35+00:00,https://twitter.com/rishabhm/status/1299018483934457856,1.2990184839344579e+18,35297349.0,"In a post covid world seeing the word ""positive"" is so depressing. Everytime the word flashes in front of my eyes, I feel sad about the impending bad news in the next few words. It's invariably public figures we know and love. My best wishes, thoughts and prayers to all affected.",rishabhm,Singapore,0,0,0,0,en,,,,post covid world seeing word positive depressing everytime word flashes front eyes feel sad impending bad news next words s invariably public figures know love best wishes thoughts prayers affected,2020-08-27,8,35,0.5434,positive
2020-08-27 13:11:12+00:00,https://twitter.com/yazbanz/status/1298971323964649472,1.2989713239646495e+18,43050247.0,"@RhyshRai Pre-Covid, Jordan Webb still hoping.
For now, we can't even hope for local football matches this year.
Post-Covid, when we hopefully realise it, that Korean lad may still be hoping...
Along with Webb...",yazbanz,"Commonwealth, Temasek",0,0,0,0,en,,,"[User(username='RhyshRai', displayname='Rhysh Roshan Rai', id=2772657702, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]",pre covid jordan webb still hoping now can t even hope local football matches year post covid hopefully realise korean lad may still hoping along webb,2020-08-27,8,35,0.709,positive
2020-08-27 12:47:49+00:00,https://twitter.com/dsouza_martin/status/1298965440312426496,1.2989654403124265e+18,400057365.0,"Racist Trump. The economic figures released today shows jobless claims are up again. 27 million unemployed. Covid-19 cases are up 5,84 million. Deaths 186,000. Social unrest never seen in decades. We have had enough of your miss management. You have placed America in crisis. https://t.co/1YgkqO5Tb5",dsouza_martin,,0,0,1,0,en,,,,racist trump economic figures released today shows jobless claims million unemployed covid cases million deaths social unrest never seen decades enough miss management placed america crisis,2020-08-27,8,35,-0.8658,negative
2020-08-27 04:30:07+00:00,https://twitter.com/jinjimelvin/status/1298840191944273921,1.298840191944274e+18,189816357.0,"Thanks Channel 8 and Tuesday Report for this documentary. COVID teaches me alot of things, its teaches me how to be kind, how to appreciate love, how to show our love, how united can be a powerful strength. Nobody is… https://t.co/EIPzgup2eM",jinjimelvin,Singapore,0,0,0,0,en,,,,thanks channel tuesday report documentary covid teaches alot things teaches kind appreciate love show love united can powerful strength nobody,2020-08-27,8,35,0.9781,positive
2020-08-27 02:57:37+00:00,https://twitter.com/kiwibrew/status/1298816911656931328,1.2988169116569313e+18,41320948.0,"If the Harmful Digital Communications Act isn't breached by people sharing COVID-19 related misinformation, it needs urgent review &amp; revision. https://t.co/Chukp8i48Y",kiwibrew,"Wellington, New Zealand",1,1,6,0,en,,https://twitter.com/ChrisKeall/status/1298813834342195200,,harmful digital communications actisn t breached people sharing covid related misinformation needs urgent review amp revision,2020-08-27,8,35,0.3182,positive
2020-08-26 23:45:29+00:00,https://twitter.com/mhptr_s/status/1298768562429915137,1.2987685624299151e+18,7.474207241685606e+17,"@Harshita511 People involved in it are indeed protesting! Who would want to go into big crowds especially when COVID cases are on the max? Govt should respect all of  their citizens lives, irrespective of any biases.",mhptr_s,Singapore,0,0,0,0,en,,,"[User(username='Harshita511', displayname='Harshita Sharma', id=844862912166486016, description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None)]",people involved indeed protesting want go big crowds especially covid cases max govt respect citizens lives irrespective biases,2020-08-26,8,35,0.2244,positive
